,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,ssd,hdd,flash,hybrid,Resolution,PPI
442,Lenovo,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.36,76137.12,256,0,0,0,1920x1080,176.23
443,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.2,18594.72,128,0,0,0,1920x1080,141.21
444,HP,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.2,58554.72,128,1024,0,0,1920x1080,141.21
445,Dell,Notebook,14.0,Intel,8.0,Nvidia,Windows 10,1.64,62817.12,256,0,0,0,1920x1080,157.35
446,Acer,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.4,23539.104,0,500,0,0,1366x768,100.45
447,Dell,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,2.23,106187.04,0,1024,64,0,1920x1080,141.21
448,MSI,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.2,54757.9872,256,0,0,0,1920x1080,141.21
449,Microsoft,Ultrabook,13.5,Intel,16.0,Intel Iris Plus,Windows 10 S,1.25,137941.91999999998,512,0,0,0,2256x1504,200.84
450,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.91,31381.92,128,0,0,0,1366x768,100.45
451,Dell,Workstation,15.6,Intel,16.0,Nvidia,Windows 10,2.17,105228.0,256,0,0,0,1920x1080,141.21
452,HP,Workstation,15.6,Intel,8.0,Intel HD,Windows 10,2.31,81731.52,512,0,0,0,1920x1080,141.21
453,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.65,71661.59999999999,256,0,0,0,1920x1080,157.35
454,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.36,52161.12,128,1024,0,0,1920x1080,141.21
455,Dell,2 in 1 Convertible,11.6,Intel,4.0,Intel HD,Windows 10,1.47,25521.12,0,500,0,0,1366x768,135.09
456,Dell,Notebook,17.3,Intel,8.0,Nvidia GeForce,Windows 10,4.42,109010.88,0,1024,0,0,1920x1080,127.34
457,Microsoft,Ultrabook,13.5,Intel,4.0,Intel HD,Windows 10 S,1.252,52693.92,128,0,0,0,2256x1504,200.84
458,Microsoft,Ultrabook,13.5,Intel,8.0,Intel Iris Plus,Windows 10 S,1.25,95850.72,256,0,0,0,2256x1504,200.84
459,HP,Notebook,17.3,Intel,8.0,Intel HD,Windows 10,2.5,34093.872,256,0,0,0,1600x900,106.11
460,Acer,Notebook,15.6,Intel,4.0,Nvidia,Windows 10,2.23,28984.32,0,1024,0,0,1920x1080,141.21
461,Acer,Netbook,11.6,Intel,4.0,Intel HD,Windows 10,1.4,23176.8,128,0,0,0,1366x768,135.09
462,Asus,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.37,39906.72,0,1024,0,0,1920x1080,141.21
463,Lenovo,Notebook,14.0,Intel,8.0,AMD Radeon,No OS,1.5,42570.72,512,0,0,0,1920x1080,157.35
464,Lenovo,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.67,111355.2,256,0,0,0,1920x1080,141.21
465,Asus,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.0,16197.12,0,500,0,0,1366x768,100.45
466,Acer,Notebook,15.6,Intel,4.0,Nvidia GeForce,Windows 10,2.2,24988.32,0,500,0,0,1366x768,100.45
467,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.02,40439.52,0,2048,0,0,1920x1080,141.21
468,HP,Gaming,17.3,Intel,12.0,Nvidia GeForce,Windows 10,3.78,90522.72,0,1024,0,0,1920x1080,127.34
469,Lenovo,Ultrabook,14.0,Intel,12.0,Intel HD,Windows 10,1.4,98994.24,256,0,0,0,2560x1440,209.8
471,HP,Notebook,15.6,Intel,8.0,AMD FirePro,Windows 10,1.9,61485.12,0,500,0,0,1920x1080,141.21
472,Google,Ultrabook,12.3,Intel,8.0,Intel HD,Chrome OS,1.1,67932.0,128,0,0,0,2400x1600,234.51
473,Dell,Ultrabook,13.3,Intel,8.0,Intel UHD,Windows 10,1.42,98133.768,256,0,0,0,1920x1080,165.63
474,Asus,Notebook,15.6,Intel,12.0,Intel HD,Windows 10,2.06,69210.72,128,1024,0,0,3840x2160,282.42
475,Dell,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.79,39427.2,128,0,0,0,1366x768,111.94
476,Dell,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,1.78,128298.24,256,0,0,0,1920x1080,141.21
477,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.7,72673.92,180,0,0,0,1920x1080,157.35
478,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.2,35964.0,0,1024,0,0,1920x1080,141.21
479,Toshiba,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.05,89084.16,256,0,0,0,1920x1080,165.63
480,Dell,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.16,67239.36,512,0,0,0,1920x1080,141.21
481,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.18,31254.048,0,1024,0,0,1366x768,100.45
482,HP,Notebook,13.3,Intel,4.0,Intel UHD,Windows 10,1.49,38681.28,128,0,0,0,1920x1080,165.63
483,Chuwi,Notebook,15.6,Intel,4.0,Intel,Windows 10,1.89,13261.392000000002,0,0,64,0,1920x1080,141.21
484,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.3,30103.2,128,0,0,0,1366x768,100.45
485,Lenovo,Notebook,14.0,Intel,8.0,Intel UHD,Windows 10,1.75,55890.72,256,0,0,0,1920x1080,157.35
486,Dell,Workstation,15.6,Intel,16.0,Nvidia,Windows 10,2.17,124568.64,512,0,0,0,1920x1080,141.21
487,Dell,Notebook,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.06,101178.72,512,0,0,0,1920x1080,141.21
488,Lenovo,Ultrabook,12.5,Intel,16.0,Intel HD,Windows 10,1.36,95797.44,512,0,0,0,1920x1080,176.23
489,Asus,Ultrabook,12.5,Intel,16.0,Intel HD,Windows 10,0.91,103896.0,512,0,0,0,1920x1080,176.23
490,Lenovo,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.3,53918.82719999999,256,0,0,0,1920x1080,141.21
491,Toshiba,Ultrabook,13.3,Intel,32.0,Intel HD,Windows 10,1.05,149130.72,512,0,0,0,1920x1080,165.63
492,Asus,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,1.99,71928.0,128,1024,0,0,1920x1080,141.21
493,Acer,Notebook,15.6,AMD,8.0,AMD Radeon,Windows 10,2.2,30849.12,0,1024,0,0,1366x768,100.45
494,Asus,Gaming,17.3,Intel,24.0,Nvidia GeForce,Windows 10,4.33,67612.31999999999,256,1024,0,0,1920x1080,127.34
495,Lenovo,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.3,58554.72,180,0,0,0,1366x768,125.37
496,Lenovo,Notebook,15.6,Intel,8.0,Intel UHD,Windows 10,2.17,47893.39199999999,256,0,0,0,1920x1080,141.21
497,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.48,93186.72,1024,0,0,0,1920x1080,157.35
498,Lenovo,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.4,50562.72,256,0,0,0,1920x1080,165.63
499,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.3,48538.08,256,0,0,0,1920x1080,141.21
500,Asus,Netbook,11.6,Intel,4.0,Intel HD,Windows 10 S,1.2,18115.2,0,0,64,0,1366x768,135.09
501,HP,Notebook,15.6,Intel,8.0,AMD,Windows 10,1.91,32979.7872,256,0,0,0,1366x768,100.45
502,Lenovo,2 in 1 Convertible,13.9,Intel,8.0,Intel UHD,Windows 10,1.4,85194.72,256,0,0,0,1920x1080,158.48
503,Lenovo,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,2.1,15930.72,0,500,0,0,1366x768,111.94
504,Lenovo,Netbook,11.6,Intel,4.0,Intel HD,Chrome OS,1.25,14119.2,16,0,0,0,1366x768,135.09
505,Lenovo,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.44,50562.72,256,0,0,0,1920x1080,165.63
506,Asus,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.0,65214.72,256,1024,0,0,1920x1080,141.21
507,Acer,Notebook,15.6,Intel,4.0,Nvidia,Windows 10,2.2,32660.64,0,1024,0,0,1920x1080,141.21
508,HP,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.34,70489.44,512,0,0,0,1920x1080,165.63
509,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,No OS,2.4,61218.72,256,1024,0,0,1920x1080,141.21
510,Dell,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.29,47898.72,128,0,0,0,1920x1080,165.63
511,Acer,Notebook,15.6,Intel,4.0,Nvidia,Windows 10,2.2,34045.92,0,500,0,0,1920x1080,141.21
512,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.18,44542.08,0,1024,0,0,1920x1080,141.21
513,Dell,Notebook,15.6,Intel,16.0,AMD,Windows 10,2.2,64961.10719999999,256,2048,0,0,1920x1080,141.21
514,Xiaomi,Notebook,15.6,Intel,16.0,Nvidia,No OS,1.95,74589.336,256,0,0,0,1920x1080,141.21
515,Asus,Netbook,11.6,Intel,2.0,Intel HD,Windows 10,1.1,13053.6,0,0,32,0,1366x768,135.09
516,HP,Notebook,15.6,Intel,4.0,Intel UHD,Windows 10,2.04,27783.9216,0,1024,0,0,1366x768,100.45
517,Asus,Gaming,15.6,Intel,24.0,Nvidia,Windows 10,2.24,158135.04,512,0,0,0,1920x1080,141.21
518,HP,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.04,47365.92,256,0,0,0,1920x1080,141.21
519,Asus,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,3.0,80133.12,256,1024,0,0,1920x1080,127.34
520,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,3.2,74538.72,256,1024,0,0,1920x1080,141.21
521,HP,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.32,74538.72,256,0,0,0,1920x1080,165.63
522,Dell,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.64,68184.0144,256,0,0,0,1920x1080,157.35
523,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.63,36709.92,128,0,0,0,1366x768,100.45
524,Dell,Notebook,17.3,Intel,8.0,AMD,Linux,2.8,47365.92,128,1024,0,0,1920x1080,127.34
525,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 7,2.02,71395.2,256,0,0,0,1920x1080,157.35
526,Lenovo,Notebook,15.6,Intel,4.0,Nvidia,Windows 10,2.2,42570.72,0,1024,0,0,1920x1080,141.21
527,Lenovo,Notebook,15.6,Intel,8.0,Nvidia GeForce,No OS,2.2,24455.52,0,2048,0,0,1366x768,100.45
528,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Windows 10,2.3,31168.8,0,500,0,0,1920x1080,141.21
529,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.9,73366.56,256,0,0,0,1920x1080,141.21
530,Dell,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.42,160520.3856,128,1024,0,0,1920x1080,127.34
531,Toshiba,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.0,45820.8,0,500,0,0,1920x1080,141.21
532,Asus,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.0,69210.72,256,1024,0,0,3840x2160,282.42
533,Mediacom,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.2,19660.32,32,0,0,0,1920x1080,165.63
534,Asus,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.3,87858.72,128,1024,0,0,1920x1080,141.21
535,Dell,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,1.93,72940.31999999999,256,0,0,0,1920x1080,141.21
536,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.2,42486.0048,256,0,0,0,1920x1080,141.21
537,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.86,21258.1872,256,0,0,0,1920x1080,141.21
538,HP,Gaming,17.3,Intel,12.0,Nvidia GeForce,Windows 10,2.62,95850.72,0,1024,0,0,1920x1080,127.34
539,Lenovo,Notebook,14.0,Intel,8.0,Nvidia,Windows 10,1.87,45767.52,256,0,0,0,1920x1080,157.35
540,Dell,Ultrabook,13.3,Intel,8.0,Intel UHD,Windows 10,1.2,74538.72,256,0,0,0,3200x1800,276.05
541,Dell,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.6,39207.1536,128,0,0,0,1920x1080,157.35
542,HP,Ultrabook,13.3,Intel,8.0,Intel HD,Windows 10,1.34,61005.6,256,0,0,0,3200x1800,276.05
543,Acer,Gaming,15.6,Intel,8.0,Nvidia GeForce,Linux,2.4,42517.44,0,1024,0,0,1920x1080,141.21
544,Asus,Notebook,15.6,AMD,4.0,AMD Radeon,Windows 10,2.0,18594.72,0,500,0,0,1366x768,100.45
545,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,37589.04,128,0,0,0,1920x1080,141.21
546,Lenovo,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.87,41824.8,0,500,0,0,1920x1080,157.35
547,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,2.15,24634.008,0,1024,0,0,1920x1080,141.21
548,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.86,21152.16,0,500,0,0,1920x1080,141.21
549,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.99,92121.12,512,0,0,0,1920x1080,141.21
550,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.2,26586.72,128,0,0,0,1920x1080,141.21
551,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.9,59513.2272,256,0,0,0,1920x1080,141.21
552,Dell,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.42,143802.72,256,1024,0,0,1920x1080,127.34
553,HP,Notebook,17.3,Intel,8.0,Intel HD,Windows 10,2.65,28992.312,0,1024,0,0,1600x900,106.11
554,HP,Notebook,17.3,Intel,8.0,Nvidia,Windows 10,2.63,68198.4,0,1024,0,0,1920x1080,127.34
555,Asus,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.0,11934.72,0,500,0,0,1366x768,100.45
556,Mediacom,Notebook,13.3,Intel,4.0,Intel,Windows 10,1.35,13586.4,0,0,32,0,1920x1080,165.63
557,Lenovo,Notebook,17.3,Intel,6.0,Nvidia,Windows 10,2.8,50562.72,128,1024,0,0,1600x900,106.11
558,HP,Notebook,15.6,AMD,6.0,AMD,Windows 10,1.91,30310.992,128,0,0,0,1920x1080,141.21
559,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Windows 10,2.18,32921.712,0,1024,0,0,1366x768,100.45
560,Acer,2 in 1 Convertible,11.6,Intel,4.0,Intel HD,Windows 10,1.25,18594.72,0,0,32,0,1920x1080,189.91
561,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.05,33566.4,128,0,0,0,1920x1080,141.21
562,HP,Ultrabook,13.3,Intel,16.0,Intel HD,Windows 10,1.16,104695.2,512,0,0,0,3200x1800,276.05
563,Lenovo,Notebook,17.3,Intel,8.0,Nvidia,Windows 10,3.4,159786.72,256,0,0,0,1920x1080,127.34
564,Asus,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.5,44701.92,128,1024,0,0,1920x1080,141.21
566,Dell,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,1.93,51095.52,0,500,0,0,1366x768,100.45
567,Fujitsu,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.2,39373.92,0,1024,0,0,1366x768,100.45
568,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.2,18328.32,0,500,0,0,1920x1080,141.21
569,Lenovo,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,2.02,52747.2,0,500,0,0,1366x768,111.94
570,HP,Workstation,17.3,Intel,8.0,Nvidia,Windows 10,3.14,99153.5472,0,500,0,0,1600x900,106.11
571,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.94,20725.92,0,2048,0,0,1366x768,111.94
572,HP,Notebook,15.6,AMD,6.0,AMD,Windows 10,1.95,34578.72,256,0,0,0,1920x1080,141.21
573,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.3,44222.4,256,0,0,0,1920x1080,141.21
574,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.05,36496.8,0,500,0,0,1920x1080,141.21
575,Mediacom,Notebook,14.0,Intel,4.0,Intel,Windows 10,1.4,13266.72,32,0,0,0,1920x1080,157.35
576,Toshiba,Ultrabook,14.0,Intel,16.0,Intel HD,Windows 10,1.24,99367.2,512,0,0,0,1920x1080,157.35
577,Lenovo,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,4.6,141884.63999999998,256,1024,0,0,1920x1080,127.34
578,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.14,145401.12,512,1024,0,0,1920x1080,127.34
579,Dell,Notebook,15.6,Intel,8.0,AMD Radeon,Linux,2.2,39907.2528,256,0,0,0,1920x1080,141.21
580,Mediacom,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.45,20725.92,32,0,0,0,1920x1080,157.35
581,Dell,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.9,53733.94559999999,0,500,0,0,1366x768,100.45
582,HP,Notebook,13.3,Intel,4.0,Intel HD,Windows 10,1.49,38308.32,128,0,0,0,1920x1080,165.63
583,Dell,Notebook,15.6,Intel,16.0,Nvidia,Windows 10,1.93,81912.13919999999,256,0,0,0,1920x1080,141.21
584,Dell,Netbook,11.6,Intel,4.0,Intel HD,Chrome OS,1.26,15717.6,0,0,16,0,1366x768,135.09
585,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.5,125154.72,128,1024,0,0,1920x1080,127.34
586,HP,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,3.78,79813.44,256,1024,0,0,1920x1080,127.34
587,Lenovo,Ultrabook,14.0,Intel,12.0,Intel HD,Windows 10,1.4,89137.44,256,0,0,0,1920x1080,157.35
588,Lenovo,Notebook,15.6,Intel,12.0,Intel HD,Windows 10,2.2,32447.52,0,1024,0,0,1366x768,100.45
589,Asus,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,2.73,94305.6,128,1024,0,0,1920x1080,127.34
590,Asus,2 in 1 Convertible,15.6,Intel,8.0,Intel HD,Windows 10,2.2,39373.92,0,1024,0,0,1366x768,100.45
591,Lenovo,Notebook,15.6,AMD,12.0,AMD,Windows 10,2.2,50562.72,512,0,0,0,1920x1080,141.21
592,Dell,2 in 1 Convertible,11.6,Intel,4.0,Intel HD,Windows 10,1.39,32127.84,128,0,0,0,1366x768,135.09
593,Samsung,Notebook,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.5,90522.72,128,1024,0,0,1920x1080,141.21
594,Lenovo,Notebook,17.3,Intel,4.0,Intel HD,No OS,2.8,28185.12,0,500,0,0,1920x1080,127.34
595,Lenovo,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.29,24455.52,0,1024,0,0,1366x768,100.45
596,Lenovo,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.37,107892.0,512,0,0,0,1920x1080,165.63
597,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.7,78534.72,256,0,0,0,1920x1080,157.35
598,Dell,2 in 1 Convertible,12.5,Intel,8.0,Intel HD,Windows 10,1.34,88977.59999999999,256,0,0,0,1920x1080,176.23
599,Dell,Workstation,15.6,Intel,8.0,Nvidia,Windows 10,2.06,93932.64,256,0,0,0,1920x1080,141.21
600,HP,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,1.84,64948.32,256,0,0,0,1920x1080,141.21
601,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.1,35616.6144,0,500,0,0,1366x768,100.45
602,Acer,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.6,17529.12,0,0,32,0,1920x1080,157.35
603,MSI,Gaming,17.3,Intel,16.0,Nvidia GeForce,Windows 10,4.14,117162.72,128,1024,0,0,1920x1080,127.34
604,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Linux,2.18,24775.2,0,1024,0,0,1366x768,100.45
605,MSI,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,1.8,122490.72,256,2048,0,0,3840x2160,282.42
606,Toshiba,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.2,74538.72,256,0,0,0,1920x1080,141.21
607,Lenovo,Notebook,15.6,Intel,6.0,Intel HD,Windows 10,2.4,30049.92,0,1024,0,0,1920x1080,141.21
608,Lenovo,2 in 1 Convertible,15.6,Intel,8.0,Intel HD,Windows 10,2.0,69210.72,256,0,0,0,1920x1080,141.21
609,Acer,Notebook,14.0,Intel,4.0,Intel HD,Windows 10,1.6,18594.72,0,0,128,0,1366x768,111.94
611,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.59,46833.6528,0,1024,0,0,1920x1080,141.21
612,Dell,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.18,23650.992,0,1024,0,0,1366x768,100.45
613,Dell,Notebook,15.6,Intel,4.0,Intel HD,Linux,2.25,19127.52,0,1024,0,0,1366x768,100.45
614,Dell,Notebook,15.6,Intel,4.0,Intel HD,Linux,1.93,46300.32,0,500,0,0,1366x768,100.45
615,Asus,Gaming,17.3,Intel,8.0,Nvidia GeForce,Windows 10,3.0,62231.04,128,1024,0,0,1920x1080,127.34
616,Dell,Notebook,15.6,Intel,4.0,AMD Radeon,Linux,2.18,30316.32,128,0,0,0,1920x1080,141.21
617,HP,Ultrabook,15.6,Intel,8.0,Intel HD,Windows 10,1.84,74005.92,512,0,0,0,1920x1080,141.21
618,MSI,Gaming,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.94,120831.5808,256,1024,0,0,1920x1080,141.21
619,Acer,2 in 1 Convertible,11.6,Intel,4.0,Intel HD,Chrome OS,1.25,20193.12,0,0,32,0,1366x768,135.09
620,HP,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,2.31,59886.72,256,0,0,0,1366x768,111.94
621,Lenovo,Notebook,14.0,Intel,8.0,Intel HD,Windows 7,1.65,78055.2,256,0,0,0,1920x1080,157.35
622,Dell,Notebook,15.6,Intel,4.0,AMD,Windows 10,2.2,41345.28,0,1024,0,0,1920x1080,141.21
623,Fujitsu,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.2,42570.72,256,0,0,0,1366x768,100.45
624,HP,Notebook,15.6,Intel,4.0,Intel HD,Windows 7,1.88,49656.96,0,500,0,0,1366x768,100.45
625,Lenovo,Notebook,15.6,Intel,8.0,Nvidia,Windows 10,2.2,47898.72,0,1024,0,0,1920x1080,141.21
626,Mediacom,Notebook,14.0,Intel,2.0,Intel,Windows 10,1.4,12733.92,0,0,32,0,1920x1080,157.35
627,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,No OS,2.2,24935.04,128,0,0,0,1920x1080,141.21
628,Asus,2 in 1 Convertible,13.3,Intel,6.0,Intel HD,Windows 10,1.5,34046.4528,0,1024,0,0,1920x1080,165.63
629,Dell,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.0,96969.6,256,0,0,0,1920x1080,141.21
630,Asus,Ultrabook,14.0,Intel,16.0,Intel HD,Windows 10,1.1,101232.0,512,0,0,0,1920x1080,157.35
631,Dell,Gaming,15.6,Intel,16.0,Nvidia GeForce GTX,Windows 10,2.62,78801.12,256,1024,0,0,1920x1080,141.21
632,Lenovo,Notebook,15.6,Intel,4.0,Intel UHD,Windows 10,1.8,44169.12,256,0,0,0,1920x1080,141.21
633,Lenovo,Notebook,15.6,Intel,4.0,Nvidia GeForce,Windows 10,2.2,30849.12,0,1024,0,0,1920x1080,141.21
634,Asus,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.0,21258.72,0,1024,0,0,1366x768,100.45
635,Asus,Notebook,15.6,Intel,8.0,Nvidia GeForce,Windows 10,1.99,48304.7136,0,1024,0,0,1920x1080,141.21
636,Dell,Ultrabook,13.3,Intel,8.0,Intel UHD,Windows 10,1.23,99580.32,256,0,0,0,3200x1800,276.05
637,Lenovo,Notebook,14.0,Intel,2.0,Intel HD,Windows 10,1.42,13266.72,0,0,32,0,1366x768,111.94
638,Lenovo,2 in 1 Convertible,13.3,Intel,8.0,Intel HD,Windows 10,1.37,93635.3376,256,0,0,0,1920x1080,165.63
639,Dell,Notebook,15.6,Intel,16.0,Nvidia GeForce,Windows 10,2.06,127818.72,1024,0,0,0,3840x2160,282.42
640,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,2.5,59087.52,128,1024,0,0,1920x1080,141.21
641,HP,Notebook,17.0,AMD,8.0,AMD,Windows 10,2.6,27753.552,0,1024,0,0,1600x900,107.99
642,Lenovo,Ultrabook,14.0,Intel,16.0,Intel HD,Windows 10,1.14,130536.0,512,0,0,0,1920x1080,157.35
643,Asus,Gaming,15.6,Intel,8.0,Nvidia GeForce GTX,No OS,2.5,62284.32,0,1024,0,0,1920x1080,141.21
644,Acer,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.4,23976.0,0,500,0,0,1366x768,100.45
645,Lenovo,Notebook,14.0,Intel,4.0,Intel,Windows 10,1.43,14598.72,0,0,32,0,1366x768,111.94
646,Acer,Ultrabook,14.0,Intel,8.0,Intel,Windows 10,1.8,48964.32,256,0,0,0,1920x1080,157.35
647,Razer,Gaming,14.0,Intel,16.0,Nvidia GeForce,Windows 10,1.95,138474.72,256,0,0,0,1920x1080,157.35
648,Toshiba,Notebook,13.3,Intel,8.0,Intel HD,Windows 10,1.2,64628.64,256,0,0,0,1920x1080,165.63
649,Lenovo,Ultrabook,12.5,Intel,8.0,Intel HD,Windows 10,1.36,84395.52,256,0,0,0,1920x1080,176.23
650,Asus,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,3.8,149130.72,512,0,0,0,1920x1080,127.34
651,Acer,Gaming,15.6,Intel,8.0,Nvidia GeForce,Linux,2.4,37775.52,0,1024,0,0,1920x1080,141.21
652,Dell,Ultrabook,13.3,Intel,8.0,Intel UHD,Windows 10,1.2,77250.672,256,0,0,0,1920x1080,165.63
653,MSI,Gaming,15.6,Intel,8.0,Nvidia GeForce GTX,Windows 10,2.2,63499.10399999999,128,1024,0,0,1920x1080,141.21
654,HP,Notebook,15.6,Intel,4.0,Intel HD,No OS,1.86,19441.872,0,500,0,0,1366x768,100.45
655,Toshiba,Notebook,15.6,Intel,8.0,Intel HD,Windows 10,2.0,56689.92,0,500,0,0,1920x1080,141.21
656,Dell,Notebook,15.6,Intel,8.0,AMD,Windows 10,2.2,48964.32,256,0,0,0,1920x1080,141.21
657,Dell,Notebook,15.6,Intel,16.0,AMD,Windows 10,2.2,60472.8,256,2048,0,0,1920x1080,141.21
658,Lenovo,Gaming,15.6,Intel,8.0,Nvidia GeForce,Windows 10,3.31,63722.88,128,1024,0,0,1920x1080,141.21
659,Dell,Gaming,17.3,Intel,32.0,Nvidia GeForce,Windows 10,4.42,167691.8736,512,1024,0,0,3840x2160,254.67
660,Dell,Notebook,14.0,Intel,8.0,Intel HD,Windows 10,1.56,65481.12,256,0,0,0,1920x1080,157.35
661,Lenovo,Notebook,15.6,Intel,4.0,Intel HD,Windows 10,2.2,22324.32,0,500,0,0,1366x768,100.45
